sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_label_ch1,sample_source_name_ch2,sample_organism_ch2,sample_taxid_ch2,sample_treatment_protocol_ch2,sample_growth_protocol_ch2,sample_molecule_ch2,sample_label_ch2,sample_description,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key,sample_id,tissue
pca_d40_ds,,,,,,,PCa_D40_DS,GSM1471797,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471797/suppl/GSM1471797_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471797,D40,Prostate adenocarcinoma
pca_a9_n,,,,,,,PCa_A9_N,GSM1471798,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471798/suppl/GSM1471798_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471798,A9,Prostate adenocarcinoma
pca_a9_ds,,,,,,,PCa_A9_DS,GSM1471799,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471799/suppl/GSM1471799_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471799,A9,Prostate adenocarcinoma
pca_l16_n,,,,,,,PCa_L16_N,GSM1471800,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471800/suppl/GSM1471800_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471800,L16,Prostate adenocarcinoma
pca_l16_ds,,,,,,,PCa_L16_DS,GSM1471801,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471801/suppl/GSM1471801_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471801,L16,Prostate adenocarcinoma
pca_f51_n,,,,,,,PCa_F51_N,GSM1471802,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471802/suppl/GSM1471802_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471802,F51,Prostate adenocarcinoma
pca_f51_ds,,,,,,,PCa_F51_DS,GSM1471803,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471803/suppl/GSM1471803_US22502614_252800413983_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471803,F51,Prostate adenocarcinoma
normal_t229_n,,,,,,,Normal_T229_N,GSM1471804,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471804/suppl/GSM1471804_US22502614_252800414490_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471804,T229,Normal Prostate
normal_t229_ds,,,,,,,Normal_T229_DS,GSM1471805,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471805/suppl/GSM1471805_US22502614_252800414490_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471805,T229,Normal Prostate
normal_t66_n,,,,,,,Normal_T66_N,GSM1471806,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471806/suppl/GSM1471806_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471806,T66,Normal Prostate
normal_t66_ds,,,,,,,Normal_T66_DS,GSM1471807,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471807/suppl/GSM1471807_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471807,T66,Normal Prostate
normal_t190_n,,,,,,,Normal_T190_N,GSM1471808,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471808/suppl/GSM1471808_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471808,T190,Normal Prostate
normal_t190_ds,,,,,,,Normal_T190_DS,GSM1471809,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471809/suppl/GSM1471809_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471809,T190,Normal Prostate
normal_t138_n,,,,,,,Normal_T138_N,GSM1471810,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471810/suppl/GSM1471810_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471810,T138,Normal Prostate
normal_t138_ds,,,,,,,Normal_T138_DS,GSM1471811,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471811/suppl/GSM1471811_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471811,T138,Normal Prostate
normal_t63_n,,,,,,,Normal_T63_N,GSM1471812,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471812/suppl/GSM1471812_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471812,T63,Normal Prostate
normal_t63_ds,,,,,,,Normal_T63_DS,GSM1471813,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471813/suppl/GSM1471813_US22502614_252800414491_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471813,T63,Normal Prostate
normal_t191_n,,,,,,,Normal_T191_N,GSM1471814,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471814/suppl/GSM1471814_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471814,T191,Normal Prostate
normal_t191_ds,,,,,,,Normal_T191_DS,GSM1471815,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471815/suppl/GSM1471815_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471815,T191,Normal Prostate
normal_t188_n,,,,,,,Normal_T188_N,GSM1471816,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471816/suppl/GSM1471816_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471816,T188,Normal Prostate
normal_t188_ds,,,,,,,Normal_T188_DS,GSM1471817,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471817/suppl/GSM1471817_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471817,T188,Normal Prostate
normal_t218_n,,,,,,,Normal_T218_N,GSM1471818,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471818/suppl/GSM1471818_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471818,T218,Normal Prostate
normal_t218_ds,,,,,,,Normal_T218_DS,GSM1471819,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471819/suppl/GSM1471819_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471819,T218,Normal Prostate
normal_t114_n,,,,,,,Normal_T114_N,GSM1471820,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471820/suppl/GSM1471820_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471820,T114,Normal Prostate
normal_t114_ds,,,,,,,Normal_T114_DS,GSM1471821,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471821/suppl/GSM1471821_US22502614_252800417436_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471821,T114,Normal Prostate
normal_ps26mag05_n,,,,,,,Normal_PS26mag05_N,GSM1471822,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471822/suppl/GSM1471822_US22502614_252800413712_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471822,PS26mag05,Normal Prostate
normal_ps26mag05_ds,,,,,,,Normal_PS26mag05_DS,GSM1471823,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471823/suppl/GSM1471823_US22502614_252800413712_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471823,PS26mag05,Normal Prostate
normal_mg16giu05_n,,,,,,,Normal_MG16giu05_N,GSM1471824,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471824/suppl/GSM1471824_US22502614_252800413712_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471824,MG16giu05,Normal Prostate
normal_mg16giu05_ds,,,,,,,Normal_MG16giu05_DS,GSM1471825,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471825/suppl/GSM1471825_US22502614_252800413712_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471825,MG16giu05,Normal Prostate
normal_dg08giu05_n,,,,,,,Normal_DG08giu05_N,GSM1471826,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471826/suppl/GSM1471826_US22502614_252800413770_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471826,DG08giu05,Normal Prostate
normal_dg08giu05_ds,,,,,,,Normal_DG08giu05_DS,GSM1471827,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471827/suppl/GSM1471827_US22502614_252800413770_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471827,DG08giu05,Normal Prostate
normal_gb08giu05_n,,,,,,,Normal_GB08giu05_N,GSM1471828,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471828/suppl/GSM1471828_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471828,GB08giu05,Normal Prostate
normal_gb08giu05_ds,,,,,,,Normal_GB08giu05_DS,GSM1471829,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471829/suppl/GSM1471829_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471829,GB08giu05,Normal Prostate
normal_cd15giu05_n,,,,,,,Normal_CD15giu05_N,GSM1471830,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Normal Prostate,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Peripheral region of the prostate from Caucasian men without PCa vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471830/suppl/GSM1471830_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471830,CD15giu05,Normal Prostate
